기간	자치구	성별	연령	합계	재학	재학	재학	재학	재학	재학	재학	졸업	졸업	졸업	졸업	졸업	졸업	졸업	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	수료	수료	수료	수료	안받았음(미취학포함)
2015	영등포구	남자	65~69세	8,352	12	-	-	1	-	11	-	7,421	1,056	1,232	2,835	211	1,702	385	618	49	129	164	103	167	6	176	12	9	155	125
2015	영등포구	남자	70~74세	6,154	1	-	-	-	-	1	-	5,505	1,051	1,242	1,789	136	1,071	216	452	84	100	77	52	139	-	58	18	6	34	138
2015	영등포구	남자	75~79세	4,207	-	-	-	-	-	-	-	3,720	866	593	1,098	46	939	178	351	101	89	82	33	46	-	33	-	14	19	103
2015	영등포구	남자	80~84세	1,952	-	-	-	-	-	-	-	1,659	407	206	475	30	502	39	111	48	23	23	7	5	5	26	-	6	20	156
2015	영등포구	남자	85세 이상	871	-	-	-	-	-	-	-	663	189	139	150	19	140	26	66	11	5	6	8	36	-	19	5	7	7	123
2015	영등포구	여자	계	170,099	25,252	7,221	3,779	4,415	1,950	6,266	1,621	132,946	12,546	11,408	39,823	17,386	44,169	7,614	5,307	1,517	771	685	811	1,188	335	2,227	395	400	1,432	4,367
2015	영등포구	여자	6~9세	4,898	3,898	3,898	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,000
2015	영등포구	여자	10~14세	6,059	6,053	3,323	2,730	-	-	-	-	-	-	-	-	-	-	-	5	-	5	-	-	-	-	-	-	-	-	1
2015	영등포구	여자	15~19세	7,865	7,244	-	1,047	4,408	788	1,001	-	546	-	18	528	-	-	-	75	-	2	56	17	-	-	-	-	-	-	-
2015	영등포구	여자	20~24세	11,413	5,707	-	2	7	988	4,464	246	5,552	-	9	1,066	2,236	2,241	-	127	-	-	13	49	65	-	25	13	12	-	2
2015	영등포구	여자	25~29세	15,043	1,050	-	-	-	58	449	543	13,372	-	55	1,013	2,757	8,759	788	337	-	-	22	171	116	28	280	33	100	147	4
2015	영등포구	여자	30~34세	16,675	462	-	-	-	26	97	339	15,447	-	30	1,553	2,929	9,189	1,746	352	-	-	24	101	167	60	412	32	56	324	2
2015	영등포구	여자	35~39세	14,834	344	-	-	-	40	110	194	13,572	-	86	2,325	2,700	6,693	1,768	388	-	12	25	97	170	84	529	63	69	397	1
2015	영등포구	여자	40~44세	13,913	175	-	-	-	8	32	135	13,150	12	219	4,556	2,501	4,739	1,123	330	-	-	36	69	148	77	258	61	55	142	-
2015	영등포구	여자	45~49세	13,706	222	-	-	-	42	73	107	12,951	126	590	6,283	1,493	3,799	660	340	6	13	77	79	136	29	191	67	-	124	2
2015	영등포구	여자	50~54세	14,005	80	-	-	-	-	32	48	13,372	582	1,332	6,441	1,152	3,267	598	411	35	91	69	107	96	13	137	38	13	86	5
2015	영등포구	여자	55~59세	14,566	7	-	-	-	-	7	-	13,952	1,325	2,526	6,572	875	2,104	550	436	75	98	95	57	82	29	171	26	39	106	-
2015	영등포구	여자	60~64세	10,987	10	-	-	-	-	1	9	10,342	1,893	2,370	4,037	394	1,441	207	453	121	148	75	38	64	7	114	19	29	66	68
2015	영등포구	여자	65~69세	8,951	-	-	-	-	-	-	-	8,055	2,231	1,918	2,720	209	890	87	519	267	158	52	20	22	-	50	18	5	27	327
2015	영등포구	여자	70~74세	7,041	-	-	-	-	-	-	-	5,821	2,482	1,245	1,311	74	659	50	528	297	117	64	-	42	8	36	9	14	13	656
2015	영등포구	여자	75~79세	5,022	-	-	-	-	-	-	-	3,742	2,018	646	780	42	235	21	527	354	93	44	-	36	-	15	7	8	-	738
2015	영등포구	여자	80~84세	3,011	-	-	-	-	-	-	-	1,856	1,035	218	479	11	105	8	319	228	26	25	6	34	-	9	9	-	-	827
2015	영등포구	여자	85세 이상	2,110	-	-	-	-	-	-	-	1,216	842	146	159	13	48	8	160	134	8	8	-	10	-	-	-	-	-	734
2015	동작구	합계	계	373,421	72,717	16,366	9,574	12,610	4,859	25,083	4,225	273,619	17,356	17,859	79,210	32,511	105,264	21,419	14,654	1,940	1,587	2,001	3,185	5,245	696	5,747	878	1,363	3,506	6,684
2015	동작구	합계	6~9세	11,305	8,931	8,931	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,374
2015	동작구	합계	10~14세	14,031	14,027	7,435	6,592	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
2015	동작구	합계	15~19세	20,301	18,418	-	2,379	10,313	1,618	4,108	-	1,693	-	47	1,646	-	-	-	173	-	22	124	23	4	-	-	-	-	-	17
2015	동작구	합계	20~24세	30,674	21,133	-	600	2,295	2,604	15,225	409	8,578	6	72	2,592	2,763	3,110	35	732	-	12	90	310	320	-	157	36	121	-	74
2015	동작구	합계	25~29세	35,019	6,402	-	2	2	350	4,476	1,572	26,566	-	39	2,303	4,866	18,053	1,305	1,352	-	12	63	596	655	26	677	77	314	286	22
2015	동작구	합계	30~34세	37,997	1,642	-	-	-	135	589	918	33,500	-	63	3,806	6,227	19,891	3,513	1,834	-	14	107	650	962	101	1,007	62	275	670	14
2015	동작구	합계	35~39세	32,739	831	-	-	-	55	222	554	29,722	-	163	4,955	5,055	15,644	3,905	1,307	-	34	91	432	610	140	863	120	145	598	16
2015	동작구	합계	40~44세	31,132	634	-	-	-	48	264	322	28,704	29	192	8,023	4,720	12,403	3,337	1,068	1	66	104	263	473	161	709	126	94	489	17
2015	동작구	합계	45~49세	28,753	383	-	-	-	41	136	206	26,748	278	586	10,092	3,103	9,946	2,743	962	43	50	134	231	397	107	650	110	105	435	10
2015	동작구	합계	50~54세	28,797	169	-	-	-	7	26	136	26,993	759	1,854	11,181	2,120	8,911	2,168	1,109	39	141	211	198	466	54	507	93	82	332	19
2015	동작구	합계	55~59세	29,142	109	-	-	-	1	35	73	27,329	1,863	3,473	12,048	1,674	6,402	1,869	1,278	130	267	246	228	372	35	412	78	80	254	14
2015	동작구	합계	60~64세	22,561	28	-	-	-	-	-	28	21,190	2,531	3,666	8,778	985	4,141	1,089	750	129	167	164	79	182	29	376	98	49	229	217
2015	동작구	합계	65~69세	18,379	10	-	1	-	-	2	7	16,648	3,281	3,202	6,392	342	2,818	613	1,137	280	232	272	58	269	26	204	36	60	108	380
2015	동작구	합계	70~74세	14,485	-	-	-	-	-	-	-	12,410	3,566	2,347	3,714	394	1,963	426	1,203	505	184	205	77	225	7	69	20	5	44	803
2015	동작구	합계	75~79세	9,661	-	-	-	-	-	-	-	7,656	2,664	1,304	2,204	116	1,179	189	1,005	459	166	141	40	194	5	83	15	19	49	917
2015	동작구	합계	80~84세	5,197	-	-	-	-	-	-	-	3,801	1,368	509	1,032	95	616	181	571	268	170	43	-	85	5	33	7	14	12	792
2015	동작구	합계	85세 이상	3,248	-	-	-	-	-	-	-	2,081	1,011	342	444	51	187	46	173	86	50	6	-	31	-	-	-	-	-	994
2015	동작구	남자	계	183,336	40,514	8,562	5,183	7,474	2,747	14,249	2,299	129,429	4,936	6,748	35,702	13,811	55,614	12,618	8,445	493	785	1,286	2,037	3,404	440	3,157	406	691	2,060	1,791
2015	동작구	남자	6~9세	5,815	4,687	4,687	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,128
2015	동작구	남자	10~14세	7,245	7,243	3,875	3,368	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
2015	동작구	남자	15~19세	10,267	9,223	-	1,217	5,182	863	1,961	-	950	-	29	921	-	-	-	87	-	14	64	9	-	-	-	-	-	-	7
2015	동작구	남자	20~24세	15,548	12,307	-	597	2,291	1,473	7,799	147	2,719	6	53	1,569	630	456	5	463	-	12	68	183	200	-	20	2	18	-	39
2015	동작구	남자	25~29세	17,699	4,904	-	-	1	229	3,796	878	11,496	-	18	1,303	2,051	7,724	400	957	-	5	38	441	468	5	326	39	201	86	16
2015	동작구	남자	30~34세	19,731	1,066	-	-	-	107	472	487	16,926	-	10	2,110	2,726	10,517	1,563	1,249	-	14	69	420	708	38	485	19	160	306	5
2015	동작구	남자	35~39세	16,727	484	-	-	-	49	119	316	14,959	-	99	2,398	1,940	8,462	2,060	840	-	20	91	216	429	84	428	43	61	324	16
2015	동작구	남자	40~44세	15,991	278	-	-	-	9	65	204	14,624	14	108	3,534	2,080	6,890	1,998	686	-	40	80	164	303	99	398	74	39	285	5
2015	동작구	남자	45~49세	14,082	170	-	-	-	15	31	124	13,012	131	196	3,901	1,610	5,472	1,702	553	23	6	73	162	215	74	340	53	25	262	7
2015	동작구	남자	50~54세	13,672	69	-	-	-	1	-	68	12,576	228	652	4,261	991	4,970	1,474	702	13	70	125	163	277	54	309	18	49	242	16
2015	동작구	남자	55~59세	13,470	59	-	-	-	1	6	52	12,482	591	1,080	4,881	819	3,797	1,314	661	52	154	136	111	181	27	255	36	44	175	13
2015	동작구	남자	60~64세	10,683	16	-	-	-	-	-	16	9,995	816	1,302	3,877	489	2,624	887	367	31	80	90	59	91	16	262	51	31	180	43
2015	동작구	남자	65~69세	8,304	8	-	1	-	-	-	7	7,501	906	1,257	2,983	157	1,706	492	553	39	115	165	29	179	26	158	29	34	95	84
2015	동작구	남자	70~74세	6,893	-	-	-	-	-	-	-	6,138	962	1,072	2,084	204	1,450	366	552	130	106	136	52	121	7	69	20	5	44	134
2015	동작구	남자	75~79세	4,263	-	-	-	-	-	-	-	3,524	721	522	1,198	56	867	160	527	167	65	114	28	148	5	83	15	19	49	129
2015	동작구	남자	80~84세	2,030	-	-	-	-	-	-	-	1,738	325	203	495	32	524	159	182	33	53	31	-	60	5	24	7	5	12	86
2015	동작구	남자	85세 이상	916	-	-	-	-	-	-	-	789	236	147	187	26	155	38	66	5	31	6	-	24	-	-	-	-	-	61
2015	동작구	여자	계	190,085	32,203	7,804	4,391	5,136	2,112	10,834	1,926	144,190	12,420	11,111	43,508	18,700	49,650	8,801	6,209	1,447	802	715	1,148	1,841	256	2,590	472	672	1,446	4,893
2015	동작구	여자	6~9세	5,490	4,244	4,244	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,246
2015	동작구	여자	10~14세	6,786	6,784	3,560	3,224	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
2015	동작구	여자	15~19세	10,034	9,195	-	1,162	5,131	755	2,147	-	743	-	18	725	-	-	-	86	-	8	60	14	4	-	-	-	-	-	10
2015	동작구	여자	20~24세	15,126	8,826	-	3	4	1,131	7,426	262	5,859	-	19	1,023	2,133	2,654	30	269	-	-	22	127	120	-	137	34	103	-	35
2015	동작구	여자	25~29세	17,320	1,498	-	2	1	121	680	694	15,070	-	21	1,000	2,815	10,329	905	395	-	7	25	155	187	21	351	38	113	200	6
2015	동작구	여자	30~34세	18,266	576	-	-	-	28	117	431	16,574	-	53	1,696	3,501	9,374	1,950	585	-	-	38	230	254	63	522	43	115	364	9
2015	동작구	여자	35~39세	16,012	347	-	-	-	6	103	238	14,763	-	64	2,557	3,115	7,182	1,845	467	-	14	-	216	181	56	435	77	84	274	-
2015	동작구	여자	40~44세	15,141	356	-	-	-	39	199	118	14,080	15	84	4,489	2,640	5,513	1,339	382	1	26	24	99	170	62	311	52	55	204	12
2015	동작구	여자	45~49세	14,671	213	-	-	-	26	105	82	13,736	147	390	6,191	1,493	4,474	1,041	409	20	44	61	69	182	33	310	57	80	173	3
2015	동작구	여자	50~54세	15,125	100	-	-	-	6	26	68	14,417	531	1,202	6,920	1,129	3,941	694	407	26	71	86	35	189	-	198	75	33	90	3
2015	동작구	여자	55~59세	15,672	50	-	-	-	-	29	21	14,847	1,272	2,393	7,167	855	2,605	555	617	78	113	110	117	191	8	157	42	36	79	1
2015	동작구	여자	60~64세	11,878	12	-	-	-	-	-	12	11,195	1,715	2,364	4,901	496	1,517	202	383	98	87	74	20	91	13	114	47	18	49	174
2015	동작구	여자	65~69세	10,075	2	-	-	-	-	2	-	9,147	2,375	1,945	3,409	185	1,112	121	584	241	117	107	29	90	-	46	7	26	13	296
2015	동작구	여자	70~74세	7,592	-	-	-	-	-	-	-	6,272	2,604	1,275	1,630	190	513	60	651	375	78	69	25	104	-	-	-	-	-	669
2015	동작구	여자	75~79세	5,398	-	-	-	-	-	-	-	4,132	1,943	782	1,006	60	312	29	478	292	101	27	12	46	-	-	-	-	-	788
2015	동작구	여자	80~84세	3,167	-	-	-	-	-	-	-	2,063	1,043	306	537	63	92	22	389	235	117	12	-	25	-	9	-	9	-	706
2015	동작구	여자	85세 이상	2,332	-	-	-	-	-	-	-	1,292	775	195	257	25	32	8	107	81	19	-	-	7	-	-	-	-	-	933
2015	관악구	합계	계	474,131	82,198	17,514	10,552	14,467	6,609	25,965	7,091	356,004	26,682	28,676	113,408	48,254	120,148	18,836	20,598	2,763	2,577	3,028	4,678	6,607	945	6,397	854	1,554	3,989	8,934
2015	관악구	합계	6~9세	11,692	9,297	9,297	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,395
2015	관악구	합계	10~14세	15,084	15,080	8,217	6,863	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
2015	관악구	합계	15~19세	23,062	20,568	-	2,985	12,029	1,887	3,667	-	2,238	-	71	2,167	-	-	-	256	-	47	154	35	20	-	-	-	-	-	-
2015	관악구	합계	20~24세	40,345	23,450	-	704	2,433	3,750	15,509	1,054	15,627	2	171	5,617	5,306	4,478	53	1,142	-	13	166	537	426	-	111	61	50	-	15
2015	관악구	합계	25~29세	55,997	9,343	-	-	1	573	5,323	3,446	42,871	2	135	5,164	9,125	26,485	1,960	2,522	-	8	191	1,005	1,187	131	1,233	84	539	610	28
2015	관악구	합계	30~34세	53,430	2,238	-	-	-	196	682	1,360	47,364	-	207	6,749	9,735	27,087	3,586	2,359	-	41	209	880	1,111	118	1,424	112	380	932	45
2015	관악구	합계	35~39세	41,984	944	-	-	1	91	275	577	37,990	2	178	8,076	8,051	17,960	3,723	2,081	-	33	164	693	995	196	951	124	128	699	18
2015	관악구	합계	40~44세	38,675	571	-	-	1	52	259	259	35,802	20	513	12,938	6,314	13,111	2,906	1,456	6	47	210	387	622	184	811	139	100	572	35
2015	관악구	합계	45~49세	34,060	405	-	-	1	60	132	212	31,753	359	1,153	15,217	3,361	9,815	1,848	1,327	26	143	287	281	490	100	559	103	78	378	16
2015	관악구	합계	50~54세	34,254	191	-	-	-	-	88	103	32,114	1,482	3,298	15,872	2,426	7,406	1,630	1,527	109	244	334	289	437	114	384	91	59	234	38
2015	관악구	합계	55~59세	34,984	96	-	-	1	-	26	69	32,902	3,362	6,018	15,019	1,805	5,237	1,461	1,537	226	439	339	171	323	39	375	32	54	289	74
2015	관악구	합계	60~64세	28,188	7	-	-	-	-	2	5	26,234	4,601	6,028	10,877	969	3,108	651	1,458	308	457	278	141	248	26	198	35	36	127	291
2015	관악구	합계	65~69세	23,625	7	-	-	-	-	1	6	21,245	5,230	5,016	7,631	576	2,330	462	1,441	513	324	219	126	240	19	132	20	58	54	800
2015	관악구	합계	70~74세	18,745	1	-	-	-	-	1	-	15,886	5,443	3,433	4,664	397	1,638	311	1,421	549	391	218	48	209	6	110	28	49	33	1,327
2015	관악구	합계	75~79세	11,247	-	-	-	-	-	-	-	8,719	3,580	1,660	2,237	118	965	159	1,276	585	258	178	39	210	6	66	9	18	39	1,186
2015	관악구	합계	80~84세	5,384	-	-	-	-	-	-	-	3,510	1,611	574	828	36	391	70	613	354	85	67	46	55	6	22	-	-	22	1,239
2015	관악구	합계	85세 이상	3,375	-	-	-	-	-	-	-	1,749	988	221	352	35	137	16	182	87	47	14	-	34	-	21	16	5	-	1,423
2015	관악구	남자	계	239,185	46,344	9,059	5,763	8,432	3,758	15,155	4,177	174,779	8,558	11,429	55,378	21,769	66,304	11,341	12,117	583	1,260	1,943	3,135	4,623	573	3,637	421	912	2,304	2,308
2015	관악구	남자	6~9세	5,990	4,800	4,800	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,190
2015	관악구	남자	10~14세	7,841	7,841	4,259	3,582	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2015	관악구	남자	15~19세	11,719	10,353	-	1,477	5,995	933	1,948	-	1,197	-	31	1,166	-	-	-	169	-	24	109	16	20	-	-	-	-	-	-
2015	관악구	남자	20~24세	19,967	13,996	-	704	2,433	2,136	8,192	531	5,233	1	103	2,877	1,379	847	26	696	-	8	85	310	293	-	27	27	-	-	15
2015	관악구	남자	25~29세	29,395	6,941	-	-	1	463	4,279	2,198	20,037	2	89	3,001	3,890	12,270	785	1,741	-	2	118	706	868	47	654	42	313	299	22
2015	관악구	남자	30~34세	28,940	1,329	-	-	-	116	462	751	25,218	-	107	3,841	4,249	15,135	1,886	1,639	-	19	121	595	833	71	721	58	241	422	33
2015	관악구	남자	35~39세	22,866	504	-	-	1	55	124	324	20,389	2	82	3,937	3,771	10,493	2,104	1,484	-	21	145	490	728	100	486	55	69	362	3
2015	관악구	남자	40~44세	21,076	254	-	-	1	28	75	150	19,413	-	238	6,243	3,320	7,744	1,868	935	-	34	131	242	416	112	459	54	62	343	15
2015	관악구	남자	45~49세	17,348	179	-	-	1	27	33	118	16,038	145	457	6,781	1,689	5,864	1,102	799	7	75	189	136	313	79	316	30	27	259	16
2015	관악구	남자	50~54세	16,663	77	-	-	-	-	41	36	15,411	504	1,203	6,858	1,236	4,479	1,131	949	59	152	205	201	247	85	226	44	32	150	-
2015	관악구	남자	55~59세	16,301	69	-	-	-	-	-	69	15,054	1,041	2,105	6,496	1,057	3,281	1,074	856	98	205	196	124	200	33	288	19	33	236	34
2015	관악구	남자	60~64세	12,899	1	-	-	-	-	1	-	11,916	1,468	2,188	5,224	527	2,032	477	751	85	237	156	112	140	21	154	29	27	98	77
2015	관악구	남자	65~69세	10,987	-	-	-	-	-	-	-	10,073	1,601	1,982	4,132	311	1,646	401	652	117	124	160	79	153	19	114	20	46	48	148
2015	관악구	남자	70~74세	9,086	-	-	-	-	-	-	-	8,060	1,964	1,655	2,713	200	1,251	277	672	114	162	184	39	167	6	105	28	44	33	249
2015	관악구	남자	75~79세	5,223	-	-	-	-	-	-	-	4,479	1,144	816	1,473	87	829	130	505	66	135	93	39	172	-	59	9	18	32	180
2015	관악구	남자	80~84세	2,053	-	-	-	-	-	-	-	1,607	426	270	494	30	323	64	220	37	38	51	46	48	-	22	-	-	22	204
2015	관악구	남자	85세 이상	831	-	-	-	-	-	-	-	654	260	103	142	23	110	16	49	-	24	-	-	25	-	6	6	-	-	122
2015	관악구	여자	계	234,946	35,854	8,455	4,789	6,035	2,851	10,810	2,914	181,225	18,124	17,247	58,030	26,485	53,844	7,495	8,481	2,180	1,317	1,085	1,543	1,984	372	2,760	433	642	1,685	6,626
2015	관악구	여자	6~9세	5,702	4,497	4,497	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,205
2015	관악구	여자	10~14세	7,243	7,239	3,958	3,281	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
2015	관악구	여자	15~19세	11,343	10,215	-	1,508	6,034	954	1,719	-	1,041	-	40	1,001	-	-	-	87	-	23	45	19	-	-	-	-	-	-	-
2015	관악구	여자	20~24세	20,378	9,454	-	-	-	1,614	7,317	523	10,394	1	68	2,740	3,927	3,631	27	446	-	5	81	227	133	-	84	34	50	-	-
2015	관악구	여자	25~29세	26,602	2,402	-	-	-	110	1,044	1,248	22,834	-	46	2,163	5,235	14,215	1,175	781	-	6	73	299	319	84	579	42	226	311	6
2015	관악구	여자	30~34세	24,490	909	-	-	-	80	220	609	22,146	-	100	2,908	5,486	11,952	1,700	720	-	22	88	285	278	47	703	54	139	510	12
2015	관악구	여자	35~39세	19,118	440	-	-	-	36	151	253	17,601	-	96	4,139	4,280	7,467	1,619	597	-	12	19	203	267	96	465	69	59	337	15
2015	관악구	여자	40~44세	17,599	317	-	-	-	24	184	109	16,389	20	275	6,695	2,994	5,367	1,038	521	6	13	79	145	206	72	352	85	38	229	20
2015	관악구	여자	45~49세	16,712	226	-	-	-	33	99	94	15,715	214	696	8,436	1,672	3,951	746	528	19	68	98	145	177	21	243	73	51	119	-
2015	관악구	여자	50~54세	17,591	114	-	-	-	-	47	67	16,703	978	2,095	9,014	1,190	2,927	499	578	50	92	129	88	190	29	158	47	27	84	38
2015	관악구	여자	55~59세	18,683	27	-	-	1	-	26	-	17,848	2,321	3,913	8,523	748	1,956	387	681	128	234	143	47	123	6	87	13	21	53	40
2015	관악구	여자	60~64세	15,289	6	-	-	-	-	1	5	14,318	3,133	3,840	5,653	442	1,076	174	707	223	220	122	29	108	5	44	6	9	29	214
2015	관악구	여자	65~69세	12,638	7	-	-	-	-	1	6	11,172	3,629	3,034	3,499	265	684	61	789	396	200	59	47	87	-	18	-	12	6	652
2015	관악구	여자	70~74세	9,659	1	-	-	-	-	1	-	7,826	3,479	1,778	1,951	197	387	34	749	435	229	34	9	42	-	5	-	5	-	1,078
2015	관악구	여자	75~79세	6,024	-	-	-	-	-	-	-	4,240	2,436	844	764	31	136	29	771	519	123	85	-	38	6	7	-	-	7	1,006
2015	관악구	여자	80~84세	3,331	-	-	-	-	-	-	-	1,903	1,185	304	334	6	68	6	393	317	47	16	-	7	6	-	-	-	-	1,035
2015	관악구	여자	85세 이상	2,544	-	-	-	-	-	-	-	1,095	728	118	210	12	27	-	133	87	23	14	-	9	-	15	10	5	-	1,301
2015	서초구	합계	계	389,692	85,188	23,796	14,251	16,551	3,387	20,974	6,229	279,756	7,410	7,002	48,609	22,940	142,077	51,718	10,397	725	540	1,132	2,274	4,256	1,470	8,917	766	1,536	6,615	5,434
2015	서초구	합계	6~9세	15,704	12,427	12,427	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3,277
2015	서초구	합계	10~14세	21,321	21,294	11,369	9,925	-	-	-	-	-	-	-	-	-	-	-	21	-	21	-	-	-	-	-	-	-	-	6
2015	서초구	합계	15~19세	24,467	22,179	-	3,891	14,144	1,114	3,030	-	2,126	-	38	2,088	-	-	-	162	-	8	142	7	5	-	-	-	-	-	-
2015	서초구	합계	20~24세	25,928	19,170	-	429	2,400	1,791	14,009	541	6,333	3	52	2,016	1,598	2,635	29	378	-	1	81	130	160	6	41	12	29	-	6
2015	서초구	합계	25~29세	28,318	5,399	-	3	2	254	3,086	2,054	21,641	-	10	1,244	2,602	15,815	1,970	819	-	19	29	284	454	33	458	75	175	208	1
2015	서초구	합계	30~34세	35,134	1,725	-	3	4	91	362	1,265	31,234	-	54	1,737	3,431	20,665	5,347	1,198	-	-	61	326	643	168	975	81	172	722	2
2015	서초구	합계	35~39세	35,472	1,085	-	-	-	51	189	845	31,946	1	38	2,319	3,319	18,572	7,697	1,063	-	14	56	292	393	308	1,364	76	199	1,089	14
2015	서초구	합계	40~44세	38,623	819	-	-	1	38	145	635	35,024	22	101	3,781	3,350	18,976	8,794	1,114	-	16	69	282	440	307	1,664	74	198	1,392	2
2015	서초구	합계	45~49세	36,287	575	-	-	-	47	103	425	33,537	53	219	4,955	2,530	17,099	8,681	842	9	30	53	173	361	216	1,332	77	156	1,099	1
2015	서초구	합계	50~54세	30,526	310	-	-	-	1	25	284	28,676	119	597	5,893	1,768	13,917	6,382	726	10	36	62	150	295	173	806	79	131	596	8
2015	서초구	합계	55~59세	29,322	126	-	-	-	-	18	108	27,455	629	1,110	7,365	1,560	11,494	5,297	973	39	74	164	201	379	116	767	95	144	528	1
2015	서초구	합계	60~64세	22,661	53	-	-	-	-	-	53	21,145	989	1,187	5,981	1,221	8,473	3,294	814	91	64	163	174	255	67	569	46	119	404	80
2015	서초구	합계	65~69세	17,848	19	-	-	-	-	7	12	16,626	1,095	1,357	4,627	808	6,713	2,026	636	58	44	80	86	335	33	429	78	94	257	138
2015	서초구	합계	70~74세	12,572	7	-	-	-	-	-	7	11,341	1,675	882	3,067	377	4,134	1,206	686	217	95	61	65	231	17	280	39	67	174	258
2015	서초구	합계	75~79세	7,705	-	-	-	-	-	-	-	6,739	1,240	686	1,768	177	2,252	616	494	105	50	71	66	192	10	121	27	24	70	351
2015	서초구	합계	80~84세	4,385	-	-	-	-	-	-	-	3,508	771	400	1,013	110	898	316	274	94	38	36	11	79	16	58	7	-	51	545
2015	서초구	합계	85세 이상	3,419	-	-	-	-	-	-	-	2,425	813	271	755	89	434	63	197	102	30	4	27	34	-	53	-	28	25	744
2015	서초구	남자	계	186,041	44,511	12,093	7,549	9,543	1,909	10,496	2,921	129,227	1,853	2,369	18,482	8,490	67,671	30,362	5,384	181	150	679	1,250	2,346	778	4,932	393	864	3,675	1,987
2015	서초구	남자	6~9세	7,992	6,271	6,271	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,721
2015	서초구	남자	10~14세	10,809	10,790	5,822	4,968	-	-	-	-	-	-	-	-	-	-	-	14	-	14	-	-	-	-	-	-	-	-	5
2015	서초구	남자	15~19세	12,560	11,191	-	2,147	7,141	581	1,322	-	1,250	-	28	1,222	-	-	-	119	-	3	111	-	5	-	-	-	-	-	-
2015	서초구	남자	20~24세	12,511	10,283	-	428	2,395	1,029	6,277	154	1,984	3	31	1,223	335	391	1	227	-	1	68	71	81	6	13	6	7	-	4
2015	서초구	남자	25~29세	12,952	3,613	-	3	2	221	2,510	877	8,680	-	5	714	1,063	6,318	580	499	-	1	29	158	303	8	160	35	99	26	-
2015	서초구	남자	30~34세	16,389	853	-	3	4	35	213	598	14,369	-	36	926	1,387	9,847	2,173	795	-	-	49	217	436	93	371	69	86	216	1
2015	서초구	남자	35~39세	16,254	570	-	-	-	20	74	476	14,459	1	29	1,063	1,272	8,730	3,364	586	-	14	48	187	204	133	632	39	104	489	7
2015	서초구	남자	40~44세	18,465	405	-	-	1	-	52	352	16,472	16	62	1,662	1,293	8,554	4,885	647	-	1	48	171	272	155	941	38	114	789	-
2015	서초구	남자	45~49세	17,975	278	-	-	-	22	30	226	16,545	19	84	1,749	902	8,278	5,513	431	1	15	27	88	161	139	720	23	100	597	1
2015	서초구	남자	50~54세	14,834	130	-	-	-	1	2	127	13,887	27	200	1,836	702	6,941	4,181	315	10	16	40	34	117	98	494	30	54	410	8
2015	서초구	남자	55~59세	13,790	68	-	-	-	-	9	59	12,859	141	377	2,405	558	5,667	3,711	412	10	16	45	104	176	61	450	47	90	313	1
2015	서초구	남자	60~64세	10,478	33	-	-	-	-	-	33	9,632	276	400	1,957	398	4,195	2,406	369	27	14	95	80	113	40	434	22	79	333	10
2015	서초구	남자	65~69세	8,352	19	-	-	-	-	7	12	7,732	301	419	1,506	299	3,556	1,651	278	13	7	43	40	156	19	298	25	46	227	25
2015	서초구	남자	70~74세	6,342	7	-	-	-	-	-	7	5,819	508	348	1,181	116	2,598	1,068	265	49	12	23	33	136	12	219	33	47	139	32
2015	서초구	남자	75~79세	3,684	-	-	-	-	-	-	-	3,342	390	183	596	59	1,618	496	199	11	-	45	43	95	5	103	19	24	60	40
2015	서초구	남자	80~84세	1,701	-	-	-	-	-	-	-	1,467	84	105	279	53	664	282	135	34	22	8	5	57	9	58	7	-	51	41
2015	서초구	남자	85세 이상	953	-	-	-	-	-	-	-	730	87	62	163	53	314	51	93	26	14	-	19	34	-	39	-	14	25	91
2015	서초구	여자	계	203,651	40,677	11,703	6,702	7,008	1,478	10,478	3,308	150,529	5,557	4,633	30,127	14,450	74,406	21,356	5,013	544	390	453	1,024	1,910	692	3,985	373	672	2,940	3,447
