충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0198757,2019-05-21,3080000,서울특별시 강북구,
수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0231273,2019-05-21,3080000,서울특별시 강북구,
우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6479299,127.0119518,2019-05-21,3080000,서울특별시 강북구,
인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0105828,2019-05-21,3080000,서울특별시 강북구,
가오리 공영주차장,강북구 삼양로107길 30,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 349-3,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,
냉천길 공영주차장,강북구 삼양로 230-12,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,
미아동 공영주차장,강북구 도봉로61길 46,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 강북구 도봉로61길 46,서울특별시 강북구 미아동 222-100,한국자동차환경협회,1661-9408,37.6285199,127.0223312,2019-05-21,3080000,서울특별시 강북구,
번동햇살 공영주차장,강북구 오현로21길 84,서울특별시,없음,10:00,19:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,
수유마을시장 공영주차장,강북구 도봉로69길 29,서울특별시,없음,07:00,22:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 55-29,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,
석풍휴게소,경상남도 산청군 신안면 산청대로 1169 석풍휴게소,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 신안면 산청대로 1169 석풍휴게소,경상남도 산청군 신안면 외송리 782-2,환경부(한국자동차환경협회),1661-9408,35.363327,127.918486,2019-03-18,5450000,경상남도 산청군,
한국전력공사 산청지사,경상남도 산청군 산청읍 웅석봉로 45 1층 주차장,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC4상, DC콤보",0,1,N,경상남도 산청군 산청읍 웅석봉로 45 1층 주차장,경상남도 산청군 산청읍 옥산리 157-11,한국전력공사,1899-2100,35.413358,127.8748696,2019-03-18,5450000,경상남도 산청군,
산청(하남)휴게소_고,경상남도 산청군 단성면 통영대전고속도로 76,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 단성면 통영대전고속도로 76,경상남도 산청군 단성면 방목리 344-4,환경부(한국자동차환경협회),1661-9408,35.3335157,127.9389940,2019-03-18,5450000,경상남도 산청군,
산청(통영)휴게소_고,경상남도 산청군 단성면 통영대전고속도로 77,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 단성면 통영대전고속도로 77,경상남도 산청군 단성면 방목리 366-3,환경부(한국자동차환경협회),1661-9408,35.3335299039,127.93702035,2019-03-18,5450000,경상남도 산청군,
동의보감촌 추차장,경상남도 산청군 금서면 동의보감로555번길 45-2,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 금서면 동의보감로555번길 45-2,경상남도 산청군 금서면 특리 1300-31,한국전력공사,1899-2100,35.4415686194,127.829630362,2019-03-18,5450000,경상남도 산청군,
산청실내체육관 주차장,경상남도 산청군 금서면 친환경로2631번길 39,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,경상남도 산청군 금서면 친환경로2631번길 39,경상남도 산청군 금서면 매촌리 1,한국전력공사,1899-2100,35.4215669,127.8709311,2019-03-18,5450000,경상남도 산청군,
단성면 문화공원 주차장,경상남도 산청군 단성면 성내리 167,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,,경상남도 산청군 단성면 성내리 146,대영채비㈜,1522-2573,35.298470,127.960300,2019-03-18,5450000,경상남도 산청군,
산청군청민원주차장,경상남도 산청군 산청읍 산엔청로 1,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,경상남도 산청군 산청읍 산엔청로 1,경상남도 산청군 산청읍 옥산리 465-3,대영채비㈜,1522-2573,35.4151331,127.8738813,2019-03-18,5450000,경상남도 산청군,
지리산국립공원 중산리주차장(상),경상남도 산청군 시천면 중산리 619-12,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,2,N,,경상남도 산청군 시천면 중산리 619-12,환경부(한국자동차환경협회),1661-9408,35.303870,127.748800,2019-03-18,5450000,경상남도 산청군,
지리산국립공원 중산리주차장(하),경상남도 산청군 시천면 중산리 501-4,경상남도,연중무휴,00:00,00:00,N,y,"DC차데모, AC3상, DC콤보",0,1,N,,경상남도 산청군 시천면 중산리 501-4,환경부(한국자동차환경협회),1661-9408,35.337060,127.730600,2019-03-18,5450000,경상남도 산청군,
한전영도지사,남항남로9번길 61,부산광역시,-,09:00,18:00,Y,Y,DC차데모/AC3상/DC콤보,3,1,N,부산광역시 영도구 남항남로9번길 61(남항동2가),부산광역시 영도구 남항동2가 22-1 한국전력공사(영도지사),"중앙제어(급속1,완속1)/주식회사 에이에프티(완속3)",031-960-6008,35.0880982,129.0362564,2018-08-31,3280000,부산광역시 영도구,
동삼1 주민센터,중리로 44-1,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 중리로 44-1,부산광역시 영도구 동삼동 510-23 동삼1동주민센터,에버온,1661-7766,35.0749218,129.0684256,2018-08-31,3280000,부산광역시 영도구,
동삼3 주민센터,상리로 39,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 상리로 39(동삼동),부산광역시 영도구 동삼동 1123-9 동삼3동주민센터,에버온,1661-7766,35.0846709,129.0686778,2018-08-31,3280000,부산광역시 영도구,
청학2 주민센터,태종로 394,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 태종로 394(청학동),부산광역시 영도구 청학동 52-1 청학2동주민센터,에버온,1661-7766,35.0908999,129.0653511,2018-08-31,3280000,부산광역시 영도구,
어린이영어도서관(남항동주민센터),절영로 71,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 절영로 71(남항동2가),부산광역시 영도구 남항동2가 236-4 영도어린이영어도서관,에버온,1661-7766,35.0882819,129.0391177,2018-08-31,3280000,부산광역시 영도구,
신선동,하나길 317,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 하나길 317(신선동3가),부산광역시 영도구 신선동3가 84-3 신선동주민센터,에버온,1661-7766,35.0833894,129.0451756,2018-08-31,3280000,부산광역시 영도구,
봉래2동,태종로 165번길 1-8,부산광역시,-,00:00,23:59,Y,N,-,1,0,N,부산광역시 영도구 태종로165번길 1-8(봉래동4가),부산광역시 영도구 봉래동4가 45-20 봉래2동주민센터,에버온,1661-7766,35.0942604,129.046206,2018-08-31,3280000,부산광역시 영도구,
곡성군청,곡성군청 외부주차장,전라남도,연중무휴,09:00,18:00,Y,N,,1,0,N,전라남도 곡성군 곡성읍 군청로 50,전라남도 곡성군 곡성읍 읍내리 713-2,전라남도 곡성군청,061-360-8294,35.2818705,127.2920573,2019-06-27,4860000,전라남도 곡성군,
임실군청,전북 임실군 임실읍 수정로 30 임실군청 주차장,전라북도,연중무휴,00:00,00:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,"전라북도 임실군 임실읍 수정로 30, 임실군청",전라북도 임실군 임실읍 이도리 78  임실군청,,,35.618004,127.288005,2019-05-01,4760000,전라북도 임실군,
경상북도개발공사,외부 주차장,경상북도,연중무휴,00:00,23:59,N,Y,DC콤보,0,2,N,경상북도 예천군 호명면 행복로35 경상북도개발공사,경상북도 예천군 호명면 금능리 735 경상북도개발공사,경상북도개발공사,054-650-3072,36.57976999,128.467276,2019-04-08,B551933,경상북도개발공사,
남부초 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 남부순환로163길 14,서울특별시 관악구 신림동 467,환경부 한국환경공단,032-590-3683,37.4850413,126.922112,2019-06-05,3200000,서울특별시 관악구,
조원동 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 조원중앙로2길 19,서울특별시 관악구 신림동 571-6,환경부 한국환경공단,032-590-3683,37.481022,126.905682,2019-06-05,3200000,서울특별시 관악구,
서울대정문 옆 구거부지 급속충전소,서울대정문 옆 구거부지(서울대학교 버스정류장 옆),서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,서울특별시 관악구 신림동 799-3,서울특별시 관악구 신림동 799-3,환경부 한국환경공단,032-590-3683,37.466421,126.948761,2019-06-05,3200000,서울특별시 관악구,
보라매제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 봉천로21길 38,서울특별시 관악구 봉천동 산 110-4,환경부 한국환경공단,032-590-3683,37.488548,126.934524,2019-06-05,3200000,서울특별시 관악구,
신림동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 관천로 98,서울특별시 관악구 신림동 1456-3,환경부 한국환경공단,032-590-3683,37.487336,126.923392,2019-06-05,3200000,서울특별시 관악구,
난곡동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 난곡로34길 71,서울특별시 관악구 신림동 626-82,환경부 한국환경공단,032-590-3683,37.4721711,126.923124,2019-06-05,3200000,서울특별시 관악구,
원신공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,서울특별시 관악구 양지길 63,서울특별시 관악구 신림동 366,환경부 한국환경공단,032-590-3683,37.4701038817,126.929265758,2019-06-05,3200000,서울특별시 관악구,
양구 5일장 앞 공영주차장,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,,강원도 양구군 양구읍 상리 206-29,환경부,1661-9408,38.103566,127.988026,2019-06-11,4320000,강원도 양구군,
양구문예회관,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 양구군 양구읍 비봉로73번길 52,강원도 양구군 양구읍 상리 394-14,환경부,1661-9408,38.109089,127.983953,2019-06-11,4320000,강원도 양구군,
양구생태식물원,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 양구군 동면 숨골로310번길 169,강원도 양구군 동면 원당리 180,환경부,1661-9408,38.1919174,128.076457,2019-06-11,4320000,강원도 양구군,
양구백자박물관,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 양구군 방산면 평화로 5182,강원도 양구군 방산면 장평리 344,환경부,1661-9408,38.207370,127.951535,2019-06-11,4320000,강원도 양구군,
양구통일관,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 양구군 해안면 해안서화로 35,강원도 양구군 해안면 후리 622,환경부,1661-9408,38.2896041,128.1459102,2019-06-11,4320000,강원도 양구군,
양구테니스파크,외부 주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 양구군 양구읍 함춘로 102,강원도 양구군 양구읍 하리 439,한국전력공사,1899-2100,38.1170017,127.988661,2019-06-11,4320000,강원도 양구군,
이마트 금정점,"부산광역시 금정구 중앙대로1841번길 24 , 지상주차장 3층 73구역(구서동 368)",부산광역시,"2,4째주 일요일",10:00,23:00,N,Y,DC차데모,,1,N,"부산광역시 금정구 중앙대로1841번길 24 , 지상주차장 3층 73구역(구서동 368)",부산광역시 금정구 구서동 368,환경부(한국자동차환경협회),1661-9408,35.249918,129.090778,2019-05-22,3350000,부산광역시 금정구,
남산역 공영주차장,"부산광역시 금정구 중앙대로 2030 , 주차장 입구 정면(남산동 893-8)",부산광역시,-,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,"부산광역시 금정구 중앙대로 2030 , 주차장 입구 정면(남산동 893-8)",부산광역시 금정구 남산동 893-8,환경부(한국자동차환경협회),1661-9408,35.265403,129.092510,2019-05-22,3350000,부산광역시 금정구,
부곡1동주민센터,부산광역시 금정구 동부곡로6번길 29(부곡동) 부곡1동주민센터,부산광역시,주말 및 공휴일,09:00,18:00,Y,N,,1,,N,부산광역시 금정구 동부곡로6번길 29(부곡동) 부곡1동주민센터,부산광역시 금정구 부곡동 323-1,에버온,1661-7766,35.224410,129.092121,2019-05-22,3350000,부산광역시 금정구,
구서1동주민센터,부산광역시 금정구 수림로72번길 123(구서동) 구서1동주민센터,부산광역시,주말 및 공휴일,09:00,18:00,Y,N,,1,,N,부산광역시 금정구 수림로72번길 123(구서동) 구서1동주민센터,부산광역시 금정구 구서동 1063,에버온,1661-7766,35.245116,129.086960,2019-05-22,3350000,부산광역시 금정구,
남산동행정복지센터,부산광역시 금정구 중앙대로2097번길 4(남산동) 남산동행정복지센터,부산광역시,주말 및 공휴일,09:00,18:00,Y,N,,1,,N,부산광역시 금정구 중앙대로2097번길 4(남산동) 남산동행정복지센터,부산광역시 금정구 남산동 21-5,에버온,1661-7766,35.271628,129.092254,2019-05-22,3350000,부산광역시 금정구,
장전2동 주민센터,부산광역시 금정구 소정로 19(장전동) 장전2동 주민센터,부산광역시,주말 및 공휴일,09:00,18:00,Y,N,,1,,N,부산광역시 금정구 소정로 19(장전동) 장전2동 주민센터,부산광역시 금정구 장전동 715,에버온,1661-7766,35.227752,129.081004,2019-05-22,3350000,부산광역시 금정구,
서2동주민센터,부산광역시 금정구 서동중심로 33 서2동주민센터(서동 297-446 서2동주민센터),부산광역시,주말 및 공휴일,09:00,18:00,Y,N,,1,,N,부산광역시 금정구 서동중심로 33 서2동주민센터(서동 297-446 서2동주민센터),부산광역시 금정구 서동 297-446,에버온,1661-7766,35.212874,129.104409,2019-05-22,3350000,부산광역시 금정구,
금정 사옥,부산광역시 금정구 중앙대로 1883,부산광역시,-,00:00,23:59,N,Y,DC차데모+DC콤보,,1,N,부산광역시 금정구 중앙대로 1883,부산광역시 금정구 구서동 248-10,현대자동차,051-514-7077,35.252493,129.091015,2019-05-22,3350000,부산광역시 금정구,
금정 사옥,부산광역시 금정구 중앙대로 1883,부산광역시,-,00:00,23:59,Y,N,,1,,N,부산광역시 금정구 중앙대로 1883,부산광역시 금정구 구서동 248-10,현대자동차,051-514-7077,35.252493,129.091015,2019-05-22,3350000,부산광역시 금정구,
구서역,부산광역시 금정구 구서동 475,부산광역시,-,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,부산광역시 금정구 금정로233번길 46,부산광역시 금정구 부산광역시 금정구 구서동 475,한국전력,051-510-2278,35.245019,129.091066,2019-05-22,3350000,부산광역시 금정구,
부산대남측,부산광역시 금정구 부곡동 441-27,부산광역시,-,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,,부산광역시 금정구 부산광역시 금정구 부곡동 441-27,한국전력,051-510-2278,35.228018,129.089326,2019-05-22,3350000,부산광역시 금정구,
부산대북측,부산광역시 금정구 부곡동 399,부산광역시,-,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,,부산광역시 금정구 부곡동 399,한국전력,051-510-2278,35.235050,129.089468,2019-05-22,3350000,부산광역시 금정구,
장전역 공영주차장,부산광역시 금정구 장전1동 242,부산광역시,-,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,,부산광역시 금정구 장전동 242,환경부(한국자동차환경협회),1661-9408,35.238281,129.088056,2019-05-22,3350000,부산광역시 금정구,
부산광역시 LGBESTSHOP(금정점),부산광역시 금정구 중앙대로 1715  주차장,부산광역시,-,00:00,23:59,Y,N,,1,,N,부산광역시 금정구 중앙대로 1715  주차장,부산광역시 금정구 부곡동 225-8,포스코ICT,1600-4047,35.237774,129.091516,2019-05-22,3350000,부산광역시 금정구,
부산광역시 이마트(금정점),부산광역시 금정구 중앙대로1841번길 24  본관3층 F68구역,부산광역시,"2,4째주 일요일",10:00,23:00,Y,N,,1,,N,부산광역시 금정구 중앙대로1841번길 24  본관3층 F68구역,부산광역시 금정구 구서동 368,포스코ICT,1600-4047,35.249918,129.090778,2019-05-22,3350000,부산광역시 금정구,
여주시청,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 세종로 1,,한국전력공사,031-880-2237,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,2,0,N,경기도 여주시 세종로 1,,지엔텔,1544-4297,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로 1,,피엔이시스템즈(PNE),1661-6501,37.29821393,127.6366234,2019-03-29,5700000,경기도 여주시,
보건소,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 여흥로160번길 14,,한국자동차환경협회,1661-9408,37.29461194,127.6403966,2019-03-29,5700000,경기도 여주시,
청소년문화센터,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 신륵사길 6-8,,지엔텔,1544-4297,37.29995841,127.6534898,2019-03-29,5700000,경기도 여주시,
창동 공영주차장,창동공영주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로40번길 25,,피엔이시스템즈(PNE),1661-6501,37.2952936,127.6334566,2019-03-29,5700000,경기도 여주시,
한글시장 주차장,한글시장주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로 109번길 17(창동 48-5),,피엔이시스템즈(PNE),1661-6501,37.29727499,127.6360414,2019-03-29,5700000,경기도 여주시,
가남읍,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 태평중앙1길 20,,피엔이시스템즈(PNE),1661-6501,37.20165817,127.5448788,2019-03-29,5700000,경기도 여주시,
여흥동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로 148,,피엔이시스템즈(PNE),1661-6501,37.29496104,127.639628,2019-03-29,5700000,경기도 여주시,
중앙동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로11번길 26,,피엔이시스템즈(PNE),1661-6501,37.29869484,127.6289509,2019-03-29,5700000,경기도 여주시,
오학동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여양로 313,,피엔이시스템즈(PNE),1661-6501,37.30982612,127.6445098,2019-03-29,5700000,경기도 여주시,
청도군청,외부 주차장,경상북도,연중무휴,00:00,23:59,N,Y,,1,2,N,경상북도 청도군 화양읍 청화로 70,,경상북도 청도군청,,35.6472516765,128.733999136,2019-05-16,5190000,경상북도 청도군,
맑은길 주차장,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경상북도 청도군 청도읍 청화로 205,,경상북도 청도군청,,35.6409207244,128.746804971,2019-05-16,5190000,경상북도 청도군,
소싸움테마파크,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경상북도 청도군 화양읍 남성현로 346,,경상북도 청도군청,,35.6852263778,128.724199303,2019-05-16,5190000,경상북도 청도군,
코미디타운 박물관 주차장,외부 주차장,경상북도,연중무휴,09:00,18:00,Y,Y,,1,1,N,경상북도 청도군 이서면 이서로 565,,경상북도 청도군청,,35.6935888065,128.686312111,2019-05-16,5190000,경상북도 청도군,
각북면사무소,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경상북도 청도군 각북면 헐티로 801,,경상북도 청도군청,,35.6873035172,128.589275108,2019-05-16,5190000,경상북도 청도군,
풍각면사무소,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경상북도 청도군 풍각면 송서로 70,,경상북도 청도군청,,35.638890641,128.618378334,2019-05-16,5190000,경상북도 청도군,
금천면사무소,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경상북도 청도군 금천면 선암로 575,,경상북도 청도군청,,35.6871829444,128.892414431,2019-05-16,5190000,경상북도 청도군,
청도군청 주차장,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상북도 청도군 화양읍 청화로 70,,경상북도 청도군청,,35.6472516765,128.733999136,2019-05-16,5190000,경상북도 청도군,
운문면사무소,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,0,1,N,경상북도 청도군 운문면 청려로 4707,,경상북도 청도군청,,35.715685152,128.913507685,2019-05-16,5190000,경상북도 청도군,
농업기술센터 주차장,외부 주차장,경상북도,연중무휴,00:00,23:59,Y,Y,,1,0,N,경상북도 청도군 각남면 헐티로 599-11,,경상북도 청도군청,,35.64921295,128.7344852,2019-05-16,5190000,경상북도 청도군,
대전월드컵경기장,대전광역시 유성구 월드컵대로 32 (월드컵대로 32),대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 월드컵대로 32 (월드컵대로 32),대전광역시 유성구 노은동 270번지,,,36.3647930,127.3247552,2019-06-17,3670000,대전광역시 유성구,
대전역사박물관,대전광역시 유성구 도안대로 398,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 도안대로 398,대전광역시 유성구 상대동 488번지,,,36.3364509,127.3351479,2019-06-17,3670000,대전광역시 유성구,
대전 유성구청 부설주차장,대전광역시 유성구 대학로 211,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 대학로 211,대전광역시 유성구 어은동 109번지,,,36.3624250,127.3563535,2019-06-17,3670000,대전광역시 유성구,
KT가정빌딩,대전광역시 유성구 가정로 168  입구 경비실 앞 주차장,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 가정로 168  입구 경비실 앞 주차장,대전광역시 유성구 가정동 138번지 입구경비실앞주차장,,,36.384328,127.362072,2019-06-17,3670000,대전광역시 유성구,
롯데마트 대덕테크노밸리점,대전광역시 유성구 관평동 887  옥외주차장 검품장 근처,대전광역시,"매월2,4주일요일",00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 관평동 887  옥외주차장 검품장 근처,대전광역시 유성구 관평동 887번지 옥외주차장검품장근처,,,36.426898,127.386907,2019-06-17,3670000,대전광역시 유성구,
현대자동차(반석점),대전광역시 유성구 반석동 665-2  전시장 뒤편 사무실 입구 주차장,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 반석동 665-2  전시장 뒤편 사무실 입구 주차장,대전광역시 유성구 반석동 665-2번지 전시장 뒤편 사무실 입구 주차장,,,36.394165,127.313846,2019-06-17,3670000,대전광역시 유성구,
롯데마트 노은점,대전광역시 유성구 하기동 519  지상4층 주차장 430기둥 옆,대전광역시,"매월2,4주일요일",00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 하기동 519  지상4층 주차장 430기둥 옆,대전광역시 유성구 하기동 519번지 주차장 지상4층  430호기둥 옆,,,36.384367,127.321545,2019-06-17,3670000,대전광역시 유성구,
대전테크노파크 주차장,대전광역시 유성구 테크노 9로 35  입구 국기계양대 왼쪽,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 테크노 9로 35  입구 국기계양대 왼쪽,대전광역시 유성구 탑립동 694번지 입구국기계양대 왼쪽,,,36.418998,127.407408,2019-06-17,3670000,대전광역시 유성구,
한국전력연구원,대전 유성구 문지동 103-22,대전광역시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대전광역시 유성구 문지동 103-22,대전광역시 유성구 문지동 103-22번지,,,36.392392,127.392851,2019-06-17,3670000,대전광역시 유성구,
구즉동주민센터,대전광역시 유성구 구룡달전로 22 지상주차장(봉산동 294),대전광역시,연중무휴,00:00,23:59,Y,N,AC완속,1,0,N,대전광역시 유성구 구룡달전로 22 지상주차장(봉산동 294),대전광역시 유성구 봉산동 294번지 지상주차장,,,36.440615,127.383542,2019-06-17,3670000,대전광역시 유성구,
온천2동주민센터,대전광역시 유성구 장대로 120 지하주차장(장대동 40-2),대전광역시,연중무휴,00:00,23:59,Y,N,AC완속,1,0,N,대전광역시 유성구 장대로 120 지하주차장(장대동 40-2),대전광역시 유성구 장대동 40-2번지 지하주차장,,,36.365417,127.333409,2019-06-17,3670000,대전광역시 유성구,
노은2동주민센터,대전광역시 유성구 송림로 19번길 35 지하주차장(하기동 411-1),대전광역시,연중무휴,00:00,23:59,Y,N,AC완속,1,0,N,대전광역시 유성구 송림로 19번길 35 지하주차장(하기동 411-1),대전광역시 유성구 하기동 411-1번지 지하주차장,,,36.389473,127.320776,2019-06-17,3670000,대전광역시 유성구,
노은3동주민센터,대전광역시 유성구 지족동로 145 지하주차장(지족동 1024-2),대전광역시,연중무휴,00:00,23:59,Y,N,AC완속,1,0,N,대전광역시 유성구 지족동로 145 지하주차장(지족동 1024-2),대전광역시 유성구 지족동 1024-2번지 지하주차장,,,36.386822,127.307936,2019-06-17,3670000,대전광역시 유성구,
