주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33
118-2-000005,당산2동 공영주차장,공영,노외,서울특별시 영등포구 버드나루로 111(당산동),서울특별시 영등포구 당산동121-105,30,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,0.0,0.0,140000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2671-2049,37.528213,126.907776,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000006,도림동 공영주차장,공영,노외,서울특별시 영등포구 도신로15길 36 (도림동),서울특별시 영등포구 도림동226-13,26,5,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,"월정기 운영, 등록차량만",서울특별시 영등포구시설관리공단,02-845-5524,37.508188,126.896694,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000007,문래동 공영주차장,공영,노외,서울특별시 영등포구 문래동5가3-2,서울특별시 영등포구 문래동5가3-2,52,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,0.0,0.0,98000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2633-0206,37.516205,126.88745300000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000008,양평2동청사 공영주차장,공영,노외,서울특별시 영등포구 선유로 49길27(양평동4가),서울특별시 영등포구 양평동4가96,93,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5.0,250.0,0.0,0.0,120000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2069-1994,37.536396,126.885352,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000009,영등포본동제2공영주차장,공영,노외,서울특별시 영등포구 신길로60길 34 (신길동),서울특별시 영등포구 신길2동186-355,61,5,미시행,평일+토요일+공휴일,10:00,19:00,10:00,00:00,10:00,19:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-4938,37.513284000000006,126.914068,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000010,신길4동공영주차장,공영,노외,서울특별시 영등포구 가마산로 502 (신길동),서울특별시 영등포구 신길동236-10,24,5,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,"월정기 운영, 등록차량만",서울특별시 영등포구시설관리공단,02-843-2798,37.505356,126.91201299999999,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000011,신길6동공영주차장,공영,노외,서울특별시 영등포구 신길로40길 5,서울특별시 영등포구 신길동3203-1,129,5,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-9463,37.502621000000005,126.91133700000002,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000012,대림1동공영주차장,공영,노외,서울특별시 영등포구 대림로22길 2 (대림동),서울특별시 영등포구 대림동834-1,155,4,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,5,100,5.0,100.0,0.0,0.0,70000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-4287,37.493078999999994,126.90160900000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000013,대림2동공영주차장,공영,노외,서울특별시 영등포구 디지털로37나길 21 (대림동),서울특별시 영등포구 대림동1072-25,154,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-5796,37.491568,126.89993100000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000014,대림3동공영주차장,공영,노외,서울특별시 영등포구 도림로47가길 9(대림동),서울특별시 영등포구 대림동745-1,105,5,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-841-6957,37.497991,126.900465,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000015,신길환승(5호선)공영주차장,공영,노외,서울특별시 영등포구 경인로114가길 9 (영등포동1가),서울특별시 영등포구 영등포1가35,88,4,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,5,100,5.0,100.0,0.0,0.0,70000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2069-2440,37.517666,126.91466299999999,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000016,신길역사(1호선)공영주차장,공영,노외,서울특별시 영등포구 영등포로 327(신길동),서울특별시 영등포구 신길1동 54-2,24,4,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,5,100,5.0,100.0,0.0,0.0,70000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-2399,37.515746,126.91747,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000017,영등포구청환승공영주차장,공영,노외,서울특별시 영등포구 양산로 111 (당산동3가),서울특별시 영등포구 당산동3가370-4,66,4,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,5,100,5.0,100.0,0.0,0.0,84000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2068-8916,37.524747,126.895454,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000018,도림초교공영주차장,공영,노외,서울특별시 영등포구 가마산로65길 22 (신길동),서울특별시 영등포구 신길3동 285-1,145,5,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-845-8453,37.50796,126.90703300000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000019,대림어린이공원공영주차장,공영,노외,서울특별시 영등포구 대림로 106 (대림동),서울특별시 영등포구 대림1동 870,198,4,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,5,100,5.0,100.0,0.0,0.0,70000.0,카드,없음,서울특별시 영등포구시설관리공단,02-845-5505,37.491121,126.90333899999999,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000020,신길4동1동1마을공원공영주차장,공영,노외,서울특별시 영등포구 신길로40길 5 (신길동),서울특별시 영등포구 신길4동 232-20,130,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-845-2911,37.50708,126.91172900000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000021,영등포여고공영주차장,공영,노외,서울특별시 영등포구 영등포로62길 13 (신길동),서울특별시 영등포구 영등포본동 184-3,98,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-6723,37.515377,126.915272,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000022,당산근린공원공영주차장,공영,노외,서울특별시 영등포구 당산로27길 12 (당산동3가),서울특별시 영등포구 당산동3가 385,190,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5.0,150.0,0.0,0.0,100000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2633-0298,37.525177,126.89513500000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000023,대림운동장공영주차장,공영,노외,서울특별시 영등포구 도신로4길 32,서울특별시 영등포구 대림3동 780,192,5,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,5,50,5.0,50.0,0.0,0.0,65000.0,카드,없음,서울특별시 영등포구시설관리공단,02-831-3312,37.499611,126.89481,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000024,영등포동제3공영주차장,공영,노외,서울특별시 영등포구 영중로 15 (영등포동4가),서울특별시 영등포구 영등포동4가 441-10,172,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5.0,250.0,0.0,0.0,120000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2068-3596,37.517163000000004,126.903176,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000025,신길1동공영주차장,공영,노외,서울특별시 영등포구 도신로62길 22,서울특별시 영등포구 신길동 119-6,17,5,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,65000.0,카드,"월정기 운영, 등록차량만",서울특별시 영등포구시설관리공단,02-2650-1400,37.510226,126.918608,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000026,신길7동공영주차장,공영,노외,서울특별시 영등포구 여의대방로45길 18,서울특별시 영등포구 신길동 1175,17,5,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,65000.0,카드,"월정기 운영, 등록차량만",서울특별시 영등포구시설관리공단,02-2650-1400,37.508238,126.92223500000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000027,문래근린공원공영주차장,공영,노외,서울특별시 영등포구 문래동3가 60-2,서울특별시 영등포구 문래동3가 60-2,41,2,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,0.0,0.0,100000.0,카드,시간주차 운영,서울특별시 영등포구시설관리공단,02-2676-1520,37.515405,126.88500800000001,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000028,신길5동공영주차장,공영,노외,서울특별시 영등포구 신길5동 400-1,서울특별시 영등포구 신길5동 400-1,27,3,미시행,평일+토요일+공휴일,10:00,20:00,09:00,20:00,09:00,20:00,유료,5,150,5.0,150.0,0.0,0.0,140000.0,카드,없음,서울특별시 영등포구시설관리공단,02-832-1410,37.502098,126.90481799999999,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000029,별관청사공영주차장,공영,노외,서울특별시 영등포구 선유동1로 80,서울특별시 영등포구 당산동3가 560,61,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,00:00,유료,5,150,5.0,150.0,0.0,0.0,84000.0,카드,없음,서울특별시 영등포구시설관리공단,02-3667-0333,37.528402,126.894421,2019-04-30,3180000,서울특별시 영등포구,-1.0
118-2-000030,경부제3녹지 공영주차장,공영,노외,서울특별시 영등포구 영등포로 405,서울특별시 영등포구 신길동 69-39,143,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5.0,100.0,0.0,0.0,70000.0,카드,없음,서울특별시 영등포구시설관리공단,02-2677-1401,37.513329,126.923185,2019-04-30,3180000,서울특별시 영등포구,-1.0
123-1-000001,교통공원길,공영,노상,서울특별시 송파구 올림픽로 35다길,서울특별시 송파구 신천동 10-2,91,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,5.0,250.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-2157-1093,37.516555,127.103568,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000002,봉상시길,공영,노상,서울특별시 송파구 올림픽로8길,서울특별시 송파구 잠실동177-8외15,54,3,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,5.0,250.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,양OO,02-2147-3200,37.510249,127.07826299999999,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000003,위례성길,공영,노상,서울특별시 송파구,"서울특별시 송파구 방이동 12, 94-3",89,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,0.0,0.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-2157-1093,37.516486,127.1148,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000004,위례성길(방이습지),공영,노상,서울특별시 송파구,서울특별시 송파구 방이동 452-4 ∼ 452-12,47,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,150,0.0,0.0,0.0,0.0,80000.0,현금 카드,*버스:15면 주차*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-2157-1093,37.507892,127.137927,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000005,로데오길,공영,노상,서울특별시 송파구,"서울특별시 송파구 문정동 3-2, 가락동 107-18",56,3,요일제,평일+토요일+공휴일,12:00,21:00,12:00,21:00,12:00,21:00,유료,0,150,0.0,0.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-2157-1093,37.489618,127.12296200000002,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000006,문정골길,공영,노상,서울특별시 송파구,서울특별시 송파구 문정동 41-14,76,3,요일제,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,5,150,0.0,0.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,"문정동로데오상점가, 진흥사업협동조합",02-400-1633,37.489185,127.124121,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000007,비석거리,공영,노상,서울특별시 송파구,서울특별시 송파구 가락동 95-6,33,4,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,100,0.0,0.0,0.0,0.0,70000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,(주)부경에스이에스,02-2147-3200,37.496508,127.116941,2019-07-29,3230000,서울특별시 송파구,-1.0
123-1-000008,석촌역,공영,노상,서울특별시 송파구,서울특별시 송파구 송파동 67 ∼ 68,13,2,요일제,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,0.0,0.0,0.0,0.0,0.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,아마노코리아(주),02-2147-3200,37.505765999999994,127.107851,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000001,마천동1,공영,노외,서울특별시 송파구 성내천로43길 6,서울특별시 송파구 마천동 214,217,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-404-6275,37.495129999999996,127.15546,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000002,마천동2,공영,노외,서울특별시 송파구 성내천로299-7,서울특별시 송파구 마천동 364-5,116,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-407-4947,37.494314,127.15648700000001,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000003,마천동3,공영,노외,서울특별시 송파구 마천로 301-1,서울특별시 송파구 마천동 128-4,47,4,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,0.0,75000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-430-6790,37.496088,127.14984199999999,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000004,천마,공영,노외,서울특별시 송파구 성내천로33가길 20,서울특별시 송파구 마천동 산1-5,140,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-430-7240,37.50019,127.154843,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000005,삼전동,공영,노외,서울특별시 송파구 백제고분로32길 25-17,서울특별시 송파구 삼전동 175-8,198,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,김OO,02-422-1055,37.500199,127.09595700000001,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000006,송파동,공영,노외,서울특별시 송파구 백제고분로44길13-25,서울특별시 송파구 송파동 128,85,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,070-8129-2372,37.507013,127.113321,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000007,방이동,공영,노외,서울특별시 송파구 백제고분로 481,서울특별시 송파구 방이동 52-1,131,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,0.0,0.0,0.0,0.0,105000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,(주)부경에스이에스,02-421-7078,37.51372,127.11391299999998,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000008,풍납1공영,공영,노외,서울특별시 송파구 풍성로25나길 6,서울특별시 송파구 풍납동 154,56,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,이OO,02-2147-3200,37.535527,127.120271,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000009,풍납2공영,공영,노외,서울특별시 송파구 풍성로5길 16,서울특별시 송파구 풍납동 175,81,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,윤OO,02-2203-0544,37.535919,127.116125,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000010,거여동공영,공영,노외,서울특별시 송파구 오금로68길 8,서울특별시 송파구 거여동 33-16,137,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,0.0,60000.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,김OO,02-2043-0544,37.492249,127.15038799999999,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000011,문정근린공원,공영,노외,서울특별시 송파구 문정로 지하12,서울특별시 송파구 문정동38-3외2,290,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,0.0,0.0,0.0,0.0,120000.0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-431-0166,37.485972,127.124748,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000012,송파근린공원주차장,공영,노외,서울특별시 송파구 백제고분로42길5,서울특별시 송파구 송파동 113-2,324,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,0.0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,송파구시설관리공단,02-418-3854,37.506456,127.10943799999998,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000013,방이고분 주차장,공영,노외,서울특별시 송파구 오금로219,서울특별시 송파구 방이동 125,61,4,요일제,평일+토요일,09:00,18:00,09:00,15:00,00:00,00:00,유료,5,100,0.0,0.0,0.0,10800.0,50000.0,현금 카드,"[서울특별시 송파구 주차장설치 및 관리조례 제5조 제1항의 별표1 주차요금 감면]*면제 - 모범납세자   ◆ 확인증명:서울시장,송파구청장                   ,국세청장이 교부한                   성실납세증 표지 부                     착차량   ◆ 표창일로부터 1년간 면제       (표창일자 확인) - 구정유공자   ◆ 확인증명 : 송파구청장이 발행                    한 유공주민 표지",송파구시설관리공단,02-3431-4155,37.507409,127.118439,2019-07-29,3230000,서울특별시 송파구,-1.0
123-2-000014,석촌고분 주차장,공영,노외,서울특별시 송파구 가락로7길 21,서울특별시 송파구 석촌동 248,63,5,요일제,평일+토요일,09:00,18:00,09:00,15:00,00:00,00:00,유료,5,50,0.0,0.0,0.0,5400.0,30000.0,현금 카드,"[서울특별시 송파구 주차장설치 및 관리조례 제5조 제1항의 별표1 주차요금 감면]*면제 - 모범납세자   ◆ 확인증명:서울시장,송파구청장                   ,국세청장이 교부한                   성실납세증 표지 부                     착차량   ◆ 표창일로부터 1년간 면제       (표창일자 확인) - 구정유공자   ◆ 확인증명 : 송파구청장이 발행                    한 유공주민 표지",송파구시설관리공단,02-3431-1763,37.501003999999995,127.10281699999999,2019-07-29,3230000,서울특별시 송파구,-1.0
